vlm_class,vlm_params,dataset,R@1 (of 82),R@5 (of 82),R@10 (of 82),R@20 (of 82),R@50 (of 82),Mean R,Med R,Ranked Text Indices,Vid-Text Choice Ranks,Correct Vid-Text Pair Ranks,Vid-Text Pairs (Easy->Hard)
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 20, 'sample_strat': 'uniform'}",500p,1,5,8,19,53,40.52439024390244,39.5,"[[68  4 57 ... 64 43 46]
 [68  4 57 ...  6 43 46]
 [68  4 69 ...  6 43 46]
 ...
 [59 57 68 ... 64 43 46]
 [59 57 68 ... 64 43 46]
 [59 57 68 ... 64 43 46]]","[[22 47 11 ... 61 60 48]
 [23 48 11 ... 61 57 46]
 [21 46 11 ... 62 59 47]
 ...
 [21 54 16 ... 68 62 38]
 [19 54 16 ... 70 61 37]
 [20 53 14 ... 76 64 39]]","[22 48 11 22  4 14 79 10  4 22 42 22 61 64 22 35  8 55 39 24 35 63 36 41
 17 34 74 17 26 30 33 73 72 70 10 65 66 66 33 25 48 26 38 80 79 22 81 44
 36 67 75 66 18 22 63 52 46  6 45 14  3 20 15 40 72 34 58 58  0  1 19 62
 55  7 55 47 10 43 52 68 61 39]","[68 69 60  8  4 57 73 16  7 76 34  2 59  5 62 24 27 52 70 61 53  0 45 11
  9  3 14 19 39 41 28 29 30 38 25 65 15 20 22 48 42 81 18 63 23 10 77 47
 58 56 75 40  1 55 78 72 17 74 67 66 80 12 71 21 54 13 35 37 36 51 49 79
 33 32 64 31 26 50  6 44 43 46]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 50, 'sample_strat': 'uniform'}",500p,1,5,9,18,52,40.53658536585366,40.0,"[[68  4 57 ... 64 43 46]
 [68  4 57 ...  6 43 46]
 [68  4 69 ...  6 43 46]
 ...
 [59 57 68 ... 64 43 46]
 [57 59 68 ... 64 43 46]
 [57 59 68 ... 64 43 46]]","[[22 47 11 ... 62 60 48]
 [23 48 11 ... 61 56 46]
 [21 46 11 ... 62 59 47]
 ...
 [21 54 16 ... 68 62 38]
 [18 54 16 ... 70 62 37]
 [20 53 14 ... 76 64 39]]","[22 48 11 22  4 14 79 10  4 22 42 22 61 64 21 35  7 56 39 24 35 62 36 41
 17 34 74 17 26 29 33 74 71 70  8 65 68 66 33 25 50 25 39 80 79 22 81 44
 36 68 75 66 18 23 63 52 46  6 45 14  3 20 15 40 70 33 58 58  0  1 20 62
 55  8 55 47 10 43 52 68 62 39]","[68 69 60  4  8 57 16 73 34 76  7  2  5 59 62 24 27 52 61 70 14 11  9  3
 45  0 53 19 41 39 28 29 30 65 38 25 15 20 22 48 42 81 18 63 23 10 77 47
 58 56 75  1 40 55 78 74 72 17 67 66 12 71 21 80 54 13 35 37 51 79 36 49
 33 64 32 31 26 50  6 44 43 46]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 100, 'sample_strat': 'uniform'}",500p,1,5,9,19,52,40.573170731707314,40.0,"[[68  4 57 ... 64 43 46]
 [68 57  4 ...  6 43 46]
 [68  4 69 ...  6 43 46]
 ...
 [59 57 68 ... 64 43 46]
 [57 59 68 ... 64 43 46]
 [59 57 68 ... 64 43 46]]","[[23 47 11 ... 61 60 48]
 [23 48 11 ... 61 56 46]
 [21 46 11 ... 62 59 47]
 ...
 [21 54 16 ... 68 62 38]
 [18 54 16 ... 70 62 37]
 [20 53 14 ... 76 64 39]]","[23 48 11 22  4 14 79 10  4 22 42 22 61 64 21 35  7 56 39 24 35 63 36 41
 17 34 74 16 26 29 33 74 71 70  9 65 66 66 33 25 51 26 39 80 79 22 81 44
 36 68 75 67 18 22 63 52 46  6 45 14  3 20 15 40 71 34 58 58  0  1 19 62
 55  8 55 47 10 43 52 68 62 39]","[68 69 60  4  8 57 16 73 34 76  7  2 59  5 62 27 24 52 70 61 14 45 11  9
 53  3  0 19 39 41 28 29 30 38 25 65 15 20 22 48 42 81 18 63 23 10 77 47
 58 56 75  1 40 55 78 72 74 17 67 66 12 71 80 21 54 13 35 37 36 51 79 49
 33 32 64 26 31 50  6 44 43 46]"
MILES_SimilarityVLM,{},500p,1,6,9,20,50,41.03658536585366,37.5,"[[68 70 62 ... 13 12 46]
 [68 62 70 ... 13 12 46]
 [68 70 62 ... 13 12 46]
 ...
 [62 68 70 ... 80 13 55]
 [62 68 70 ... 80 13 55]
 [62 68 70 ... 55 80 13]]","[[26 47  5 ... 76 77 38]
 [26 51  3 ... 77 75 38]
 [27 49  3 ... 78 75 36]
 ...
 [32 48  8 ... 78 79 54]
 [34 49  8 ... 78 79 55]
 [35 47 12 ... 77 80 50]]","[26 51  3  9 12 36 54 44 19 33  7 32 80 74 32 17 13 50 17 29 29 65 15  9
 23 37 64 20 25 34 24 69 67 68 46 71 76 67  4 14 71 15 58 46 68 52 81 72
 44 46 68 59 26 14 59 78 76  4 45 34 23 56  0 25 43 11 58 24  1 35  2 63
 56 31 54 19 23 30 41 78 79 50]","[62 68 70  2 38 57 10 23  3 65  4 16 39 53 41 22 15 18  8 75 27 24 76 60
 67 30 63 28 52  0 20 19 77 73 11 14  9 59 29 69  5 25 78 64  7 48 58 34
 43 49 81 17  1 45  6 74 72 61 66 42 51 54 71 26 21 37 32 44 33 50 31 35
 40 47 13 56 36 55 79 80 12 46]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 1, 'sample_strat': 'center'}",500p.text_overflow_1_1,1,5,13,23,56,37.64634146341464,35.5,"[[67 58 40 ... 55 46 50]
 [67 58 57 ... 46 50 55]
 [67 58 40 ... 32 50 55]
 ...
 [58 67 57 ... 54 50 55]
 [67 58 57 ... 49 50 55]
 [58 67 57 ... 50 54 55]]","[[10  8 14 ... 13 36 29]
 [14  8 15 ...  7 32 24]
 [19 12 24 ... 48 59 56]
 ...
 [ 9  3  5 ... 35 50 43]
 [ 8  4  9 ... 46 56 48]
 [ 9  5 10 ... 18 34 30]]","[10  8 24 38 30 16 39 44 75 45 24 18 27 25 13 14 56 55 42 42 71 66 46  8
 32 67 35 37 28 63 62 33 52 21 15 57 69 66 25 27 53  7 25 64 68 69 79 72
 76 78 71 57 44 74 66 73 11  9  1  8  6  1  2  0 35 41 27  1  9 11 17 25
 37 37 13  9 26 23 34 35 56 30]","[63 58 61 67 62 60 41  1 59 23 68 57 75  0 56 69 14 74 15 34  5 70 11 33
 77 10  2 38 71 13 42 76 39 66 12 28 81  4 24 31 78 64 79 26 27 72 73  3
  6 65 18 19  7 52  9 22 32 40 17 16 80 35 51 30 29 43 37 21 54 25 44 36
 45 50 20 47 55 53  8 48 49 46]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 1, 'sample_strat': 'start'}",500p.text_overflow_1_1,1,4,11,23,55,38.6219512195122,37.0,"[[67 40 58 ... 32 55 50]
 [67 58 68 ... 50 46 55]
 [40 67 58 ... 32 50 55]
 ...
 [67 58 57 ... 53 54 55]
 [58 57 67 ... 49 50 55]
 [67 58 57 ... 46 54 55]]","[[16 13 24 ... 39 56 49]
 [14  9 22 ... 20 41 28]
 [22 16 28 ... 50 67 57]
 ...
 [14 12 24 ... 20 41 34]
 [ 9  4  7 ... 40 50 45]
 [14 13 28 ... 25 44 38]]","[16  9 28 54 28  8 45 41 76 59 29 25 22 47 19 17 43 55 50 48 72 63 41  9
 28 34 35 43 61 54 50 18 59 13 17 31 52 51 24 45 46 11 27 66 49 74 78 73
 78 80 79 57 54 71 69 78 12  1  2 28 17  0  4  6 53 35 39  8  6 19 18 32
 47 24 27  8 11 37 34 20 50 38]","[61 57 58 62 68 63  5 75 67  1 23 41 76 56 33  0 15 34 60 70 31 14 69 79
 12 38 73 11 42 74  4  2 59 24 10 35 71 25 78 65 26 77 81 66 22  7 27 16
  6 39 40 13 72 19 44 30 80 18 37 36 64 29  3 52 17 51  9 32 28 21 43 54
 53 20 47 45  8 55 48 46 50 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 1, 'sample_strat': 'spread'}",500p.text_overflow_1_1,1,4,11,23,55,38.6219512195122,37.0,"[[67 40 58 ... 32 55 50]
 [67 58 68 ... 50 46 55]
 [40 67 58 ... 32 50 55]
 ...
 [67 58 57 ... 53 54 55]
 [58 57 67 ... 49 50 55]
 [67 58 57 ... 46 54 55]]","[[16 13 24 ... 39 56 49]
 [14  9 22 ... 20 41 28]
 [22 16 28 ... 50 67 57]
 ...
 [14 12 24 ... 20 41 34]
 [ 9  4  7 ... 40 50 45]
 [14 13 28 ... 25 44 38]]","[16  9 28 54 28  8 45 41 76 59 29 25 22 47 19 17 43 55 50 48 72 63 41  9
 28 34 35 43 61 54 50 18 59 13 17 31 52 51 24 45 46 11 27 66 49 74 78 73
 78 80 79 57 54 71 69 78 12  1  2 28 17  0  4  6 53 35 39  8  6 19 18 32
 47 24 27  8 11 37 34 20 50 38]","[61 57 58 62 68 63  5 75 67  1 23 41 76 56 33  0 15 34 60 70 31 14 69 79
 12 38 73 11 42 74  4  2 59 24 10 35 71 25 78 65 26 77 81 66 22  7 27 16
  6 39 40 13 72 19 44 30 80 18 37 36 64 29  3 52 17 51  9 32 28 21 43 54
 53 20 47 45  8 55 48 46 50 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 2, 'sample_strat': 'center'}",500p.text_overflow_1_1,3,6,11,27,50,38.14634146341464,34.0,"[[67 58 40 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [67 58 40 ... 53 32 55]
 ...
 [58 67 57 ... 50 49 55]
 [67 58 57 ... 49 50 55]
 [58 57 67 ... 53 54 55]]","[[16 17 33 ... 40 54 47]
 [10  8 21 ... 17 39 30]
 [18 14 36 ... 55 62 53]
 ...
 [ 8  3  7 ... 26 43 34]
 [ 8  3 13 ... 46 51 43]
 [ 7  4 11 ... 13 22 16]]","[16  8 36 38 31 17 40 50 71 55 25 19 29 34 11 14 62 67 53 45 71 58 47 13
 26 59 35 30 64 67 62 24 61 13 10 52 57 57 13 26 61 18 27 65 69 68 78 73
 77 79 70 57 64 75 68 73  6  3  2 13  8  0  3  0 51 35 24  0  9 12 19 16
 27 21 11  6 44 23 32 26 51 16]","[61 67 63 58 62 57 75 56  1 60 68 34 74 14 69 38 23 59 33 15 71  0 81  5
 41 70 11 73 77 31 66 10 79 39 24 42 72 12 27  4 78 13 26 65  2  3  6 76
 19 22  7 64 80 35 18  9 37 51 36 21 25 40 32 30 16 52 28 43 29 17 45 54
 44 50 20  8 47 55 53 48 46 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 2, 'sample_strat': 'start'}",500p.text_overflow_1_1,3,6,11,22,52,38.36585365853659,36.0,"[[67 58 57 ... 32 50 55]
 [67 58 68 ... 50 32 55]
 [58 67 40 ... 50 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 54 50 55]
 [67 58 57 ... 53 54 55]]","[[12  6 24 ... 28 47 43]
 [15 13 27 ... 36 52 42]
 [15 10 23 ... 37 55 48]
 ...
 [14 11 21 ... 22 43 35]
 [14  4 11 ... 41 54 46]
 [13 12 31 ... 16 32 24]]","[12 13 23 50 25 24 52 52 74 58 26 22 35 48 18 15 55 62 55 46 71 66 47 14
 32 37 35 26 57 55 52 21 57 12  8 30 28 47 17 35 57 19 30 67 53 74 77 73
 78 81 75 57 56 75 70 79  9  1  0 27 17  0  4  0 52 48 41  3  6 16 18 21
 44 21 21  7  5 36 34 22 54 24]","[58 63 61 57 67 62 76 68 75 34 56 33  0  1 23 15 69 38 60 14 70 41 71 73
 74 31 79 11  2 81  5  4 10 27 59 36 35 42 24 78 39 26 12 77 25 66 72 19
 37 22 65 13  3 64 30  7  6 44 80 29 18 16 52 40 51 32 28  9 17 21 43 54
 20 47  8 45 53 50 46 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 2, 'sample_strat': 'spread'}",500p.text_overflow_1_1,3,5,12,25,55,38.03658536585366,34.0,"[[67 58 40 ... 32 50 55]
 [58 67 57 ... 46 50 55]
 [67 58 40 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [58 67 57 ... 49 50 55]
 [67 58 57 ... 53 54 55]]","[[19 16 32 ... 40 55 48]
 [14  9 22 ... 19 41 33]
 [15 14 32 ... 52 60 57]
 ...
 [14 11 20 ... 23 44 36]
 [ 6  3  9 ... 40 45 38]
 [11  7 20 ... 22 42 33]]","[19  9 32 39 33 15 49 51 73 49 25 22 27 45 14 16 54 62 51 44 72 62 45 12
 26 43 35 30 55 55 57 22 58 13  6 33 48 55 15 32 57 18 31 66 65 72 78 73
 78 81 73 57 62 74 69 74  9  1  0  9 10  0  5  0 53 28 31  4  9 16 19 19
 41 22 18  8 34 29 40 23 45 33]","[58 61 63 57 67 62 34 75 68  1 56 59 60 23 33 14  5 38 15 69 74 41  0 70
 71 11 31 73 79 10 24 12 65 77 27 42 66 39  2 81 35  4 76 26  3 78 72 25
 19 13 22 80 36  6  9  7 18 64 16 29 28 37 40 30 51 32 17 52 21 44 43 54
 45 20 47 50  8 55 53 46 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 3, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,4,12,29,53,37.5,33.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [67 58 40 ... 50 32 55]
 ...
 [58 67 57 ... 49 54 55]
 [67 58 57 ... 50 49 55]
 [58 67 57 ... 53 54 55]]","[[14 15 29 ... 34 48 41]
 [10  6 17 ...  8 29 23]
 [15 13 34 ... 50 58 52]
 ...
 [ 9  3  8 ... 20 35 24]
 [11  4 15 ... 43 51 39]
 [ 7  4 11 ...  9 17 12]]","[14  6 34 32 32 32 48 53 75 45 28 17 40 30 16 15 69 70 53 44 71 62 48 15
 31 54 35 29 58 66 61 23 43 13 10 50 48 51 14 24 61 17 30 61 67 72 78 73
 75 80 70 57 65 77 69 79  9  7  1  7  5  0  5  0 28 57 11  1  7 14 18 15
 24 24 10  7 13 17 40 20 51 12]","[63 61 67 58 62 60  1 75 57 68 59 56 74 34 66 81 76 33 38 69  0 23 15 71
 14 41 77 11 70 79 31 72 73 39 10 64 27 13 42 24  3  5  4  2 26 78 12 32
 19  9 36  6 22 35 80 37 18  7 25 51 65 28 40 30 43 21 52 29 44 54 16 50
 17 20 45 47 48  8 53 46 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 3, 'sample_strat': 'start'}",500p.text_overflow_1_1,3,7,10,25,54,38.01219512195122,36.5,"[[67 58 57 ... 53 50 55]
 [67 58 57 ... 53 32 55]
 [58 67 57 ... 50 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 50 54 55]
 [67 58 57 ... 53 54 55]]","[[14 10 29 ... 30 46 38]
 [14 11 24 ... 32 48 41]
 [14 10 22 ... 39 52 45]
 ...
 [14  8 20 ... 22 40 31]
 [12  5 14 ... 34 51 37]
 [11  9 24 ... 16 30 22]]","[14 11 22 44 23 36 55 55 75 53 26 23 36 49 15 13 57 68 56 46 73 68 48 16
 38 42 35 26 54 57 50 23 40 11 12 24 27 47 14 35 57 22 34 65 63 75 76 73
 79 80 72 57 57 77 69 79  7  1  0 15 16  0  7  0 55 48 41  2  4 15 17 18
 40 16 18  7  3 25 33 22 51 22]","[58 61 63 57 67 76 68 62 56 75 33  1 34 15 38  0 14 59 69 73 60 23 70 71
 74 79 41 81  2 31  4 11 35 77 27 10 36 78 42 39 26  5 12 24 32 72 66 25
  3 19 37 22 65 13 30 80  9 28  7  6 64 18 40 29 52 51 16 44 43 17 21 54
 50 47 20  8 45 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 3, 'sample_strat': 'spread'}",500p.text_overflow_1_1,1,6,12,23,55,38.19512195121951,36.0,"[[58 67 57 ... 32 50 55]
 [67 58 57 ... 53 50 55]
 [67 58 40 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 29 ... 38 55 48]
 [14 10 24 ... 18 38 27]
 [15 13 34 ... 53 61 57]
 ...
 [16  8 19 ... 21 40 32]
 [11  5 14 ... 35 46 34]
 [10  6 23 ... 17 37 27]]","[15 10 34 39 31 26 55 57 73 52 30 20 37 44 14 16 59 66 55 48 69 64 47 17
 30 39 35 32 65 58 59 22 46  9 10 36 43 50 13 29 57 20 33 60 66 73 77 73
 79 80 71 57 70 76 67 78  7  2  0  6 11  1  6  1 36 49 35  1  4 15 18 27
 37 30 14  7  8 23 27 21 46 27]","[58 63 67 61 57 68 62 59 56 75 76 33 34  1 60 38 74 14 69  0 15 23 70 41
 11 79 31 77  5 71 78 81 39 73 10 24  4 27 42  2 26 66 64 35 72 12  3 25
 36 13 32 80 22 19 65 37  9  6 18 51  7 40 29 30 16 43 21 28 44 17 54 20
 52 50 45  8 47 53 46 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,4,12,24,55,38.14634146341464,34.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [67 58 38 ... 32 50 55]
 ...
 [58 67 57 ... 49 54 55]
 [58 67 57 ... 50 49 55]
 [67 58 57 ... 53 54 55]]","[[15 17 34 ... 38 50 44]
 [15  9 22 ... 21 40 35]
 [14 13 29 ... 49 56 50]
 ...
 [ 9  4 10 ... 20 31 21]
 [ 9  4 13 ... 39 46 34]
 [10  7 26 ... 18 30 22]]","[15  9 29 30 34 36 51 58 72 50 27 19 38 37 13 12 67 71 55 47 71 60 48 15
 30 49 35 31 65 69 60 23 44 12 10 42 47 50 12 29 61 27 32 65 69 71 76 73
 77 78 70 57 71 77 68 78  9  6  2  6  9  2  9  0 39 44 23  0  9 12 22 16
 25 23 11  6 18 20 25 20 46 22]","[63 67 58 61 57 75 59  1 56 60 68 62 34 74 38 33 69 15 14 23  0 71 76 11
 77 79 70 81 66 31 73 72 78 10 41  2 39 24  3 27 42  4 26  5 13 12 64 35
 65 32 80 19 36 22 25  9 37  6 18 51  7 21 30 40 28 43 16 54 29 44 50 45
 17 52 20  8 47 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,7,11,25,53,37.79268292682927,36.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 53 32 55]
 [58 67 57 ... 50 53 55]
 ...
 [67 58 57 ... 53 54 55]
 [67 58 57 ... 49 50 55]
 [67 58 57 ... 53 54 55]]","[[16 14 31 ... 32 47 40]
 [14 11 22 ... 31 47 40]
 [13 10 25 ... 42 52 47]
 ...
 [15  8 19 ... 21 39 31]
 [12  5 14 ... 37 50 36]
 [ 9  7 23 ... 14 28 20]]","[16 11 25 42 25 40 55 59 74 47 24 22 37 51 15 13 60 71 56 45 71 65 50 17
 35 42 35 27 61 61 52 23 38 10 11 25 25 48 11 32 57 25 34 65 67 74 76 73
 79 80 71 57 65 77 70 80  7  1  0  6 12  1  7  0 47 50 38  2  4 12 15 14
 39 13 18  7  3 22 31 21 50 20]","[58 63 57 61 67 76 68 59 62 56 75 33  1 38 34 60 69 15 73 71 70 14  0 23
 74 81 79 11 77 31 10  4  2 35 36 41 27 78 39 42 26 24 12 32 66 72  5  3
 25 19 64  9 37 80 22 65 13 30  6 18 40 51  7 16 28 29 21 52 43 44 54 17
 20 50 47 45  8 46 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 4, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,53,37.91463414634146,35.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 57 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[17 15 35 ... 41 55 48]
 [15  8 19 ... 17 35 29]
 [13 11 26 ... 47 56 49]
 ...
 [16  8 19 ... 22 40 32]
 [11  6 14 ... 26 36 25]
 [ 9  5 22 ... 13 37 29]]","[17  8 26 36 30 27 53 59 72 43 27 22 34 44 14 10 58 72 52 45 73 67 51 17
 33 53 35 34 55 59 56 21 44 12 10 30 44 54 13 30 57 27 29 55 66 73 77 73
 78 80 70 57 64 77 69 76  9  2  0  9  9  1  7  0 50 34 29  1  8 15 16 26
 38 25 16  7 16 19 35 22 36 29]","[58 63 61 67 57 75 62 68  1 56 59 60 15 34 33 38 14 69 70 74 76 23  0 77
 31 11 79 73  2 71  5 41 10 66 42 81 39  4 35 24 12 65 27 26 78  3 80 72
  9 13 36 32 19 64 22 18  6 25 37 28 43 30 51 40 16  7 29 52 44 21 54 50
 17  8 20 47 45 55 46 53 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 5, 'sample_strat': 'center'}",500p.text_overflow_1_1,1,5,13,26,54,37.86585365853659,35.0,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 53 50 55]
 [58 67 38 ... 50 32 55]
 ...
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 32 ... 33 51 43]
 [16  9 20 ... 15 30 25]
 [13 11 29 ... 47 52 49]
 ...
 [12  4 11 ... 21 31 23]
 [10  5 14 ... 35 40 28]
 [ 8  5 19 ... 10 31 24]]","[15  9 29 30 36 45 54 59 71 43 29 18 44 35 16 10 69 74 55 46 69 62 53 16
 34 49 35 31 59 70 60 22 38 10  9 34 40 56 14 27 61 27 30 58 69 73 76 73
 77 79 68 57 66 77 67 79 12  3  1  7  9  1  7  0 40 51 12  1  7 13 22 19
 25 24 10  7  8 15 32 21 40 24]","[63 58 67 61 57 75 62 59 68 76 34  1 60 74 33 15 56 66 69 38  0 77 23 14
 11 71 79 70 31 73 81 72 39 41 10  2 42  3 27 78 35 24 13 26  4 32 64 36
 80  9 12  5 19 25 65 22  6 18 37 51 43  7 28 30 40 21 52 54 50 44 20 16
 29  8 47 45 17 46 48 53 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 1, 'sample_strat': 'center'}",500p.text_overflow_1_1,1,5,13,23,56,37.64634146341464,35.5,"[[67 58 40 ... 55 46 50]
 [67 58 57 ... 46 50 55]
 [67 58 40 ... 32 50 55]
 ...
 [58 67 57 ... 54 50 55]
 [67 58 57 ... 49 50 55]
 [58 67 57 ... 50 54 55]]","[[10  8 14 ... 13 36 29]
 [14  8 15 ...  7 32 24]
 [19 12 24 ... 48 59 56]
 ...
 [ 9  3  5 ... 35 50 43]
 [ 8  4  9 ... 46 56 48]
 [ 9  5 10 ... 18 34 30]]","[10  8 24 38 30 16 39 44 75 45 24 18 27 25 13 14 56 55 42 42 71 66 46  8
 32 67 35 37 28 63 62 33 52 21 15 57 69 66 25 27 53  7 25 64 68 69 79 72
 76 78 71 57 44 74 66 73 11  9  1  8  6  1  2  0 35 41 27  1  9 11 17 25
 37 37 13  9 26 23 34 35 56 30]","[63 58 61 67 62 60 41  1 59 23 68 57 75  0 56 69 14 74 15 34  5 70 11 33
 77 10  2 38 71 13 42 76 39 66 12 28 81  4 24 31 78 64 79 26 27 72 73  3
  6 65 18 19  7 52  9 22 32 40 17 16 80 35 51 30 29 43 37 21 54 25 44 36
 45 50 20 47 55 53  8 48 49 46]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 1, 'sample_strat': 'start'}",500p.text_overflow_1_1,1,4,11,23,55,38.6219512195122,37.0,"[[67 40 58 ... 32 55 50]
 [67 58 68 ... 50 46 55]
 [40 67 58 ... 32 50 55]
 ...
 [67 58 57 ... 53 54 55]
 [58 57 67 ... 49 50 55]
 [67 58 57 ... 46 54 55]]","[[16 13 24 ... 39 56 49]
 [14  9 22 ... 20 41 28]
 [22 16 28 ... 50 67 57]
 ...
 [14 12 24 ... 20 41 34]
 [ 9  4  7 ... 40 50 45]
 [14 13 28 ... 25 44 38]]","[16  9 28 54 28  8 45 41 76 59 29 25 22 47 19 17 43 55 50 48 72 63 41  9
 28 34 35 43 61 54 50 18 59 13 17 31 52 51 24 45 46 11 27 66 49 74 78 73
 78 80 79 57 54 71 69 78 12  1  2 28 17  0  4  6 53 35 39  8  6 19 18 32
 47 24 27  8 11 37 34 20 50 38]","[61 57 58 62 68 63  5 75 67  1 23 41 76 56 33  0 15 34 60 70 31 14 69 79
 12 38 73 11 42 74  4  2 59 24 10 35 71 25 78 65 26 77 81 66 22  7 27 16
  6 39 40 13 72 19 44 30 80 18 37 36 64 29  3 52 17 51  9 32 28 21 43 54
 53 20 47 45  8 55 48 46 50 49]"
