vlm_class,vlm_params,dataset,R@1 (of 82),R@5 (of 82),R@10 (of 82),R@20 (of 82),R@50 (of 82),Mean R,Med R,Ranked Text Indices,Vid-Text Choice Ranks,Correct Vid-Text Pair Ranks,Vid-Text Pairs (Easy->Hard)
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,5,10,23,54,37.96341463414634,33.5,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 36 50 47]
 [15 12 20 ... 23 45 36]
 [13 10 26 ... 41 53 47]
 ...
 [12  5 13 ... 24 29 22]
 [16  6 19 ... 32 37 27]
 [ 8  5 19 ... 10 31 24]]","[15 12 26 32 30 43 55 61 70 43 23 22 40 45 14 12 67 76 55 50 72 67 52 16
 33 50 35 34 63 66 57 23 38 10  7 31 37 45 12 28 61 31 31 60 69 75 76 73
 77 79 69 57 74 77 63 79  8  3  0  7 10  2 12  0 42 29 23  1  6  6 20 23
 33 21 13 14 13 18 24 24 37 24]","[58 63 67 61 57 68 69 34 59 56 60 33 62  1 38 15 76 74 75 14  0 23 77 70
 73 11 10 71 66 31 78 79 81  2 39 65  4 35 42 41  3 72 24 27 26 36 80 32
 12 64  5  9 37 13 25 19 22 18  6 30 51 43 40  7 28 54 29 16 21 50 44  8
 20 47 52 45 17 46 53 48 49 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,12,26,55,37.79268292682927,34.5,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 49 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 34 48 47]
 [15 11 19 ... 18 40 34]
 [13 10 26 ... 42 53 48]
 ...
 [14  6 15 ... 21 34 26]
 [13  6 16 ... 35 38 26]
 [10  7 25 ... 20 41 31]]","[15 11 26 35 34 42 56 60 71 42 25 18 38 50 16 11 66 75 56 45 72 67 51 17
 32 44 35 28 62 64 57 23 39  9  7 30 35 47 12 28 57 31 33 62 69 75 76 73
 79 79 69 57 74 77 67 79  8  2  0  7 10  2 13  0 43 28 23  1  7  9 16 17
 36 20 15  7 14 17 24 21 38 31]","[58 63 67 57 61 34 75 59 68 56 33 69 60  1 15 38 62 76 74  0 70 14 77 71
 23 11 73 79 66 31 78 10  2 39 27 65 35 41 81 24 42  4 36  3 26 72 80 12
 32  5  9 64 25 19 37 13 22 18  6 40 30 51  7 28 43 29 16 21 54 50 44  8
 20 47 52 17 45 46 53 49 48 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 8, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,55,38.26829268292683,35.5,"[[58 67 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 30 ... 33 48 47]
 [14 11 18 ... 24 47 36]
 [15 13 30 ... 49 58 52]
 ...
 [14  5 15 ... 23 34 26]
 [16  8 18 ... 32 36 24]
 [ 9  6 24 ... 15 33 28]]","[15 11 30 38 27 39 57 60 71 43 24 22 43 49 16 14 65 75 55 45 72 67 53 18
 33 51 35 37 65 60 56 22 38 10  9 32 39 48 13 31 57 31 33 58 68 75 76 73
 78 79 70 57 71 77 67 78  8  2  0  7  9  1  9  0 45 34 24  2  6 11 14 23
 40 22 14  9 10 16 27 23 36 28]","[58 63 61 57 67 68 59 56 34 75 60 62 33 76 69  1 38 15 70 74  0 14 77 23
 73 31 11 79 71 10 66  4 78 81  2 39 41 35 24 42 65 26 80 27 32  3 36  5
 72 12  9 19 64 37 13 25 22 18 30 40  6 51 43 29  7 16 28 54 21 44 50 52
  8 20 47 45 17 46 53 55 48 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'center'}",500p.text_overflow_1_1,3,5,13,25,55,37.58536585365854,33.5,"[[67 58 57 ... 50 53 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 14 28 ... 33 48 42]
 [13  8 19 ... 17 36 29]
 [12  9 23 ... 39 53 49]
 ...
 [11  6 14 ... 20 28 23]
 [16  7 17 ... 26 31 22]
 [ 8  5 19 ... 10 31 24]]","[15  8 23 31 26 45 57 60 70 40 26 18 43 40 16 11 71 76 54 45 71 67 53 17
 34 50 35 37 59 64 57 22 38 11  9 32 36 47 12 28 61 33 32 57 67 75 76 73
 78 79 70 57 73 77 67 79  8  3  0  7  9  1  9  0 37 31 21  0  7 10 17 21
 34 23 13 12  8 15 31 20 31 24]","[58 67 63 61 57 59 68 56 76  1 62 60 34 69 33 15 38 75 74  0 77 14 70 23
 11 79 71 66 31 73  2 81  4 10 39  3 78 80 65 35 42 41 72 24 26 36 27 64
 32  9 13 12  5 19 37 25 22 18 43 51 30  6 28  7 40 29 21 54 44 50  8 16
 20 47 52 45 46 17 53 48 55 49]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,10,24,55,37.9390243902439,34.5,"[[67 58 57 ... 32 50 55]
 [58 67 57 ... 50 53 55]
 [58 67 38 ... 32 53 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 32 ... 35 49 47]
 [15 11 18 ... 19 41 34]
 [13 10 26 ... 41 54 48]
 ...
 [13  5 15 ... 22 34 26]
 [16  6 17 ... 34 37 25]
 [10  7 25 ... 20 41 31]]","[15 11 26 33 31 43 57 61 71 42 24 22 38 50 16 12 66 75 56 45 72 66 51 17
 33 47 35 37 63 64 57 23 38 10  7 30 36 46 13 28 57 31 34 61 68 75 76 73
 79 79 69 57 74 77 62 79  8  2  0  7 10  2 11  0 41 26 24  1  6  7 15 23
 36 21 15 11 13 18 24 22 37 31]","[58 63 67 57 61 68 34 59 69 56 33 60  1 75 62 15 38 76 70 74  0 14 23 77
 73 79 11 71 31 10 66 78  2 65 39 35 41 81  4  3 24 42 26 72 36 80 27 32
 12 64  9  5 19 37 25 13 22 18 40 30 51  6 43  7 54 28 29 16 21 44 50  8
 20 47 52 17 45 46 53 55 49 48]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 9, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,12,24,56,38.08536585365854,35.0,"[[67 58 57 ... 32 50 55]
 [67 58 57 ... 53 32 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 28 ... 34 49 46]
 [15 10 22 ... 28 47 41]
 [15 12 29 ... 48 56 51]
 ...
 [14  5 15 ... 23 34 26]
 [15  8 18 ... 32 36 26]
 [ 9  6 24 ... 15 33 28]]","[15 10 29 37 28 43 56 61 71 41 24 21 42 47 17 13 67 73 60 46 71 67 53 18
 34 47 35 39 62 63 57 22 37  9 10 34 39 44 13 28 57 31 34 62 66 75 76 73
 79 79 72 57 71 77 64 79  8  2  0  7  7  1  8  0 34 32 26  1  5 10 16 22
 38 23 15  9 10 15 30 23 36 28]","[58 63 67 61 57 68 59 60 56 62 75 33 34 76 69  1 38 15  0 74 77 70 14 23
 11 71 31 73 79 10 66 39 81  4  2 78 41 65 42 35 64 24 26 80  3 32 72 36
 27  9 12  5 37 19 13 25 22  6 30 40 51 18  7 28 43 29 54 44 16 21  8 52
 20 50 47 17 45 46 53 49 55 48]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 10, 'sample_strat': 'center'}",500p.text_overflow_1_1,2,5,13,24,55,37.85365853658536,35.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 32 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 29 ... 34 49 46]
 [15 11 19 ... 25 46 36]
 [14 11 28 ... 48 56 51]
 ...
 [12  5 15 ... 21 33 25]
 [16  8 18 ... 32 37 27]
 [ 8  5 19 ... 10 31 24]]","[15 11 28 35 30 42 57 62 71 42 24 22 37 52 16 13 64 75 55 45 72 66 49 17
 32 50 35 36 62 63 56 23 38  9  7 31 34 44 13 28 61 34 34 62 68 76 76 73
 79 78 69 57 74 77 62 79  8  2  0  9  9  1  9  0 41 25 24  1  6  8 16 21
 37 22 14 13 12 17 25 21 37 24]","[58 63 67 61 57 68 34 56 69 62 59 33 60  1 76 75 15 38 74  0 14 70 23 77
 71 79 11 73 31 66 81 10 78 65  2 39  4 35 24 42 41 36 26  3 27 72 80 12
 32 64  5  9 37 19 22 25 13 18 30 51  6 40 28 43 54  7 29 16 21 44 50  8
 20 47 52 17 46 45 53 49 48 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 10, 'sample_strat': 'start'}",500p.text_overflow_1_1,2,5,13,24,55,37.91463414634146,35.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 32 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 29 ... 34 49 46]
 [15 11 19 ... 25 46 36]
 [14 11 28 ... 48 56 51]
 ...
 [12  5 15 ... 21 33 25]
 [16  8 18 ... 32 37 27]
 [10  7 25 ... 20 41 31]]","[15 11 28 35 30 42 57 62 71 42 24 22 37 52 16 13 64 75 55 45 72 66 49 17
 32 50 35 38 62 63 56 23 38  9  7 31 34 44 13 28 57 34 34 62 68 76 76 73
 79 78 69 57 74 77 62 79  8  2  0  9  9  1  9  0 41 25 24  1  6  8 16 21
 37 22 14 13 12 17 25 21 37 31]","[58 63 61 67 57 68 34 69 56 33 59 60 62  1 76 38 75 15 74  0 14 70 23 77
 71 79 11 73 31 66 10 65 78 39  2  4 81 35 24 41 42 36  3 26 80 12 72 27
 32 64  5  9 37 19 22 25 13 18 30  6 40 51  7 54 43 28 29 16 21 44 50  8
 20 47 52 17 46 45 53 49 48 55]"
VideoClipVLM,"{'path': 'video_clip/MMPT_updated/projects/retri/videoclip/how2.yaml', 'num_seconds': 10, 'sample_strat': 'spread'}",500p.text_overflow_1_1,2,5,13,24,55,37.89024390243903,35.0,"[[67 58 57 ... 53 50 55]
 [58 67 57 ... 32 53 55]
 [67 58 38 ... 50 32 55]
 ...
 [58 67 57 ... 53 54 55]
 [67 58 57 ... 16 54 55]
 [67 58 57 ... 53 54 55]]","[[15 13 29 ... 34 49 46]
 [15 11 19 ... 25 46 36]
 [14 11 28 ... 48 56 51]
 ...
 [12  5 15 ... 21 33 25]
 [16  8 18 ... 32 37 27]
 [ 9  6 24 ... 15 33 28]]","[15 11 28 35 30 42 57 62 71 42 24 22 37 52 16 13 64 75 55 45 72 66 49 17
 32 50 35 39 62 63 56 23 38  9  7 31 34 44 13 28 57 34 34 62 68 76 76 73
 79 78 69 57 74 77 62 79  8  2  0  9  9  1  9  0 41 25 24  1  6  8 16 21
 37 22 14 13 12 17 25 21 37 28]","[58 63 61 67 57 68 34 56 69 59 60 62 33  1 76 15 38 75 74  0 14 70 77 23
 79 71 73 11 31 66 10 65 78 39 81  2  4 35 24 36 41 42  3 26 12 72 80 32
 27 64  5  9 37 19 22 25 13 18 30 40 51  6 54 43  7 28 29 16 21 44 50  8
 20 47 52 17 46 45 53 49 55 48]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 1, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,0,3,11,22,50,40.46341463414634,41.0,"[[68 69  7 ... 50 80 32]
 [68 69 70 ... 40 80 32]
 [68 69 70 ... 50 80 32]
 ...
 [68 62 69 ... 17 80 32]
 [68 69 70 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[25 15 48 ... 77 80 76]
 [29 17 57 ... 69 80 65]
 [23 16 51 ... 74 80 71]
 ...
 [30 22 56 ... 67 80 64]
 [25 21 57 ... 67 80 66]
 [23 18 55 ... 72 80 75]]","[25 17 51 14 32 11 10  4 13 14 24 41 64 75 72 25 46 65 18 37 29 52 67 50
 42 39 57 31 32 21 53 55 81 24 58 30 59 50 22 11 81 17 43 77 63 65 39 60
 46 76 81 78 61 67 46 52  7 43  7 24 45 12  9  5 49 63 67 16  1  1  5 23
  5 20  9 32 32  6 60 67 80 75]","[69 68  7 72 70 63 77 56 58 74 62  6  5 39 61  8  3  9 67 41  1 18 73 29
 38 71 10 33 59  0 15 20 35 27  4 28 75 76 19 25 46 11 24 57 42 60 16 48
 54 64 23 37  2 55 21 30 31 26 34 36 78 47 52 44 65 12 17 45 22 79 53 66
 14 81 13 49 43 51 80 50 32 40]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 2, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,10,24,49,40.926829268292686,42.0,"[[68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 ...
 [68 62 70 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [62 68 70 ... 50 80 32]]","[[26 16 51 ... 74 80 73]
 [30 18 56 ... 71 80 69]
 [26 17 49 ... 78 80 75]
 ...
 [34 21 56 ... 72 80 66]
 [30 21 57 ... 72 80 69]
 [26 18 55 ... 74 80 72]]","[26 18 49 16 33 12 10  3 10 14 31 44 68 76 73 27 44 63 12 35 30 52 65 49
 43 56 59 30 25 39 61 56 81 24 45 26 65 54 22 13  6 18 46 79 66 67 38 61
 71 79 79 78 54 72 53 67 10 50  4 13 58 13  1  4 54 68 67 14  0  1  7 23
  8 31 13 32 31  6 49 72 80 72]","[68 62 69  7 58 63 40 77 70 72  8 56  6 18  5 74 61 59 39 67  9  3  1 41
 38 71 33 28 35  0 15 20 27 10 73 76 75  4 19 46 29 24 11 16 34 42 78 23
  2 57 21 54 37 64 52 25 31 60 26 30 47 17 36 22 44 66 55 45 12 65 48 53
 79 81 14 13 51 50 49 43 80 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 3, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,5,11,23,48,41.18292682926829,43.5,"[[68 69 70 ... 50 80 32]
 [68 69 70 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 ...
 [68 62 70 ... 17 80 32]
 [68 62 70 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[27 15 54 ... 77 80 74]
 [32 17 60 ... 71 80 68]
 [28 17 53 ... 77 80 74]
 ...
 [35 24 58 ... 72 80 65]
 [30 21 58 ... 74 80 71]
 [28 18 56 ... 74 80 71]]","[27 17 53 15 39 14 16  3 12 13 25 44 65 77 73 22 48 65 18 40 27 49 64 57
 41 46 59 31 24 33 58 55 81 25 55 26 63 53 21 16 44 17 46 78 66 67 37 62
 67 76 80 79 59 67 50 64  9 45  5 18 51  9  3  7 57 66 73 13  0  1  4 23
  6 23 11 31 31  7 50 72 80 71]","[68 69 62  7 70 58 72 77 63 56 61 74  8 67  9  5  3  6 39 41  1 59 18 38
 15 71 73 28 10 33 35  0 20 27 75 76 29 46  4 19 24 40 11 57 42 25 16 21
 78 54 60  2 37 34 31 23 64 30 52 26 47 36 22 55 17 12 65 44 53 48 45 81
 79 66 14 49 13 43 51 80 50 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 4, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,5,9,22,48,41.52439024390244,42.5,"[[68 70 62 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 ...
 [68 58 62 ... 17 80 32]
 [68 58 62 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[29 17 58 ... 77 80 72]
 [32 18 59 ... 70 80 67]
 [28 16 54 ... 78 80 72]
 ...
 [34 25 57 ... 72 80 65]
 [32 23 57 ... 73 80 68]
 [30 16 55 ... 76 80 73]]","[29 18 54 14 41 15 16  3 12 14 26 46 68 76 74 23 42 63 16 38 28 48 62 57
 35 44 60 30 20 34 62 53 81 26 55 21 65 49 21 15 66 21 45 77 63 69 38 60
 66 78 79 80 55 68 51 68 11 46  2 16 54 12  5  5 53 67 74 12  0  1  4 23
  7 24 11 35 33  7 58 72 80 73]","[68 69 58  7 70 63 62 77 72 56 74  8 67 61  9  3  5 39 59 18  6  1 28 41
 38 35 71 15 73 33 10 20  0 27 76 29 24 75 46 19  4 16 25 42 11 57 21 37
 54 64 31 60  2 52 34 23 78 47 26 22 30 44 17 36 40 48 65 53 12 55 45 79
 81 14 66 13 43 49 50 80 51 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 6, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,22,46,41.3780487804878,41.0,"[[68 62 70 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 58 62 ... 17 80 32]
 [68 62 58 ... 50 80 32]]","[[27 16 52 ... 76 80 73]
 [30 18 57 ... 70 80 67]
 [27 16 50 ... 76 80 73]
 ...
 [34 24 56 ... 72 80 69]
 [29 22 57 ... 72 80 68]
 [29 16 54 ... 76 80 75]]","[27 18 50 16 35 12 13  3 12 15 26 44 68 76 72 22 38 63 18 36 28 52 68 53
 41 51 59 31 21 34 62 54 81 27 53 23 66 50 21 17 42 25 46 78 66 68 39 61
 65 77 79 79 55 71 53 66 11 45  3 16 50 11  2  7 54 70 75 13  0  1  4 23
  5 26 11 36 32  7 56 72 80 75]","[68 69 62 58  7 70 72 63 77 56 74 61  8  5 67  6  9  3 59 39 18  1 28 38
 15 71 35 41 73 10 33  0 20 27 76 29  4 19 75 16 46 24 40 11 57 42 60  2
 37 25 21 23 34 54 64 31 52 78 26 47 30 17 48 36 55 44 12 22 45 65 53 14
 79 81 66 13 49 43 51 50 80 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 8, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,22,48,41.3780487804878,41.0,"[[68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[28 16 53 ... 74 80 72]
 [30 16 60 ... 69 80 68]
 [24 16 52 ... 76 80 72]
 ...
 [34 23 57 ... 72 80 68]
 [29 22 56 ... 72 80 70]
 [28 16 54 ... 74 80 73]]","[28 16 52 15 40 16 15  3 11 14 26 44 65 77 73 25 43 64 19 38 29 49 65 55
 40 51 60 30 21 34 59 54 81 29 50 26 66 49 22 15 31 22 46 78 65 69 39 63
 62 77 79 80 55 69 52 67 10 48  3 17 51 10  3  5 53 70 75 13  0  1  4 23
  6 26 14 37 31  6 57 72 80 73]","[68 69 62  7 58 70 63 72 77 61 56  8 67  9 74  6  3 39  1  5 59 18 28 38
 41 71 15 35 73 10  0 20 33 27 76 40 29 75 19 46 24  4 16 11 42 57 21 37
 34 60 25  2 54 64 31 52 23 78 30 26 48 47 17 44 22 12 36 55 53 45 65 79
 14 81 66 13 49 43 50 51 80 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 10, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,23,46,41.46341463414634,41.5,"[[68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 [68 70 62 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[28 16 54 ... 75 80 72]
 [32 17 60 ... 70 80 68]
 [27 16 54 ... 76 80 72]
 ...
 [34 25 57 ... 72 80 67]
 [29 23 57 ... 72 80 69]
 [29 16 55 ... 76 80 74]]","[28 17 54 15 39 15 15  3 11 14 24 44 68 76 74 22 42 63 18 37 27 50 66 57
 38 52 59 30 22 33 59 54 81 27 50 25 66 49 21 15 56 18 45 79 65 69 39 63
 63 77 79 80 55 69 52 65 11 46  3 16 54 12  3  7 52 66 75 13  0  1  4 23
  6 25 11 35 32  6 57 72 80 74]","[68 69 58 62  7 70 77 72 63  8 56 74 61 67  9  6  3  5 39 59  1 41 18 38
 15 28 71 10 73 35 33 20  0 27 76 29 75 19 24  4 46 16 11 42 57 37 34 21
 64 25 54 60  2 31 52 40 78 23 26 30 17 48 47 44 55 36 22 65 12 53 45 79
 14 81 66 13 49 43 50 80 51 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 20, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,22,46,41.3780487804878,40.0,"[[68 70 62 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [68 62 70 ... 50 80 32]]","[[28 16 55 ... 76 80 72]
 [30 18 58 ... 70 80 68]
 [25 17 52 ... 76 80 73]
 ...
 [34 25 57 ... 72 80 67]
 [29 21 57 ... 72 80 69]
 [29 17 55 ... 76 80 73]]","[28 18 52 15 39 14 13  3 11 13 26 44 68 76 73 23 42 63 19 39 29 51 65 57
 39 50 59 31 21 35 60 54 81 27 51 24 66 50 21 16 39 21 46 78 65 68 39 63
 64 76 80 80 54 70 52 67 10 45  3 16 51 10  3  5 53 69 75 13  0  1  4 23
  6 25 14 36 32  7 57 72 80 73]","[68 69 58 62  7 70 63 72 77 56 61  8  9 67  6  5 74  3 59 39  1 18 41 28
 38 71 15 35 73 10 33  0 20 27 76 29 75 46 40 19 24  4 16 11 57 42 25 37
 21 60 34 54  2 64 52 31 23 78 26 30 17 47 48 22 44 36 55 12 45 65 53 79
 14 81 66 49 13 43 51 50 80 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 50, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,22,48,41.35365853658536,41.5,"[[68 70 62 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 50 80 32]]","[[28 16 54 ... 77 80 72]
 [30 17 58 ... 70 80 68]
 [26 16 52 ... 76 80 73]
 ...
 [34 25 57 ... 72 80 67]
 [29 21 57 ... 72 80 69]
 [29 16 54 ... 76 80 74]]","[28 17 52 16 37 14 14  3 11 13 26 44 68 76 73 23 42 63 19 38 28 48 65 57
 39 51 60 31 21 33 60 55 81 27 51 24 66 49 21 15 42 21 46 78 66 68 39 62
 64 77 79 80 56 70 52 66 10 46  3 16 52 11  3  5 53 67 75 13  0  1  4 23
  6 25 14 35 32  7 57 72 80 74]","[68 69 58  7 62 70 63 72 77 56  8 61  9 67  5  6 74 39 59  3  1 18 28 41
 38 71 15 35 73 10 33  0 20 27 76 29 75  4 19 24 46 40 16 11 42 57 21 37
 25 34  2 60 54 64 31 52 23 78 30 26 47 17 48 22 44 55 36 65 45 12 53 79
 14 81 66 13 49 43 50 80 51 32]"
ClipVLM,"{'path': 'openai/clip-vit-base-patch32', 'num_frames': 100, 'sample_strat': 'uniform'}",500p.text_overflow_1_1,1,6,9,22,48,41.426829268292686,41.5,"[[68 70 62 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 [68 70 69 ... 50 80 32]
 ...
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 17 80 32]
 [68 62 58 ... 50 80 32]]","[[28 16 55 ... 77 80 72]
 [29 18 58 ... 70 80 68]
 [25 16 52 ... 76 80 72]
 ...
 [34 25 57 ... 72 80 67]
 [29 21 57 ... 72 80 69]
 [29 16 54 ... 76 80 74]]","[28 18 52 15 37 14 14  3 11 13 26 44 67 76 73 23 42 64 19 38 28 49 65 57
 39 50 61 31 21 34 60 55 81 28 51 24 66 49 21 15 44 21 46 78 66 68 39 62
 63 77 79 80 56 69 52 66 10 45  3 16 52 11  4  5 53 68 75 13  0  1  4 23
  6 26 14 36 32  7 57 72 80 74]","[68 69 58  7 70 62 63 72 77 56  8 61  9 67  5 74  6 39  3 59  1 18 28 41
 38 71 15 35 73 10 33  0 20 27 76 29 75  4 19 24 46 16 40 11 57 42 21 37
 25 34 60  2 54 64 31 52 78 23 30 26 47 48 17 22 44 36 55 12 45 65 53 79
 14 81 66 13 49 43 50 51 80 32]"
MILES_SimilarityVLM,{},500p.text_overflow_1_1,1,6,11,23,51,40.51219512195122,42.5,"[[62 68 63 ... 55 50 32]
 [62 68 63 ... 55 50 32]
 [62 68 63 ... 55 50 32]
 ...
 [62 61 63 ... 80 32 55]
 [62 61 63 ... 80 32 55]
 [62 61 63 ... 80 32 55]]","[[33 22 10 ... 50 67 65]
 [40 28 12 ... 45 69 63]
 [42 28 12 ... 45 68 62]
 ...
 [45 31 29 ... 59 79 77]
 [46 33 29 ... 59 79 77]
 [45 34 32 ... 59 79 77]]","[33 28 12  7 18 19 60 32 67 57 47 26 57 65 70 45 18 10  3 10 13 33 10  5
 42 50 38 19  9 43 57 56 80 60 57 44 77 68 34 22 19 47 41 70 67 78 76 78
 65 67 79 51 58 55 72 80 30 31 26 32 36  3  1  0 42 50 44 20  1  4 24 42
 25 14  7  5 28 10 46 59 79 77]","[63 68 62 61 18 69 75 23 74  3 28 22 17 19 77  2 20 73 16  4 27 40  5 67
 39 70 72 11 58 76  1 56 57  7 59  0 21 38 60 26 42 71 24 64 29 66 35 15
 78 10 41 65 25 51 53 31 30 12  9 34 52 79  6 33 13 48  8 49 44 37 43 14
 54 46 36 81 47 45 50 80 55 32]"
